pay_date,period_start,period_end,employee_id,full_name,department,annual_salary,gross_pay,employee_taxes,benefits,net_pay,employer_cost,location,bank_account,direct_deposit_last4
2025-10-03,2025-09-20,2025-10-03,EMP-025,Cora Dane,Sales,122000,3056.56,233.83,95.0,2727.73,3385.39,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-026,Felix Nguyen,Engineering,169000,4234.08,323.91,95.0,3815.17,4652.99,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-027,Dana Brooks,Customer Success,99000,2480.32,189.74,95.0,2195.58,2765.06,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-028,Will Park,Engineering,201000,5035.8,385.24,95.0,4555.56,5516.04,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-029,Amelia Frost,G&A,84000,2104.52,161.0,95.0,1848.52,2360.52,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-030,Hugo Stein,Operations,91000,2279.89,174.41,95.0,2010.48,2549.3,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-031,Yara Haddad,Engineering,183000,4584.83,350.74,95.0,4139.09,5030.57,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-032,Miles Quinn,Sales,131000,3282.04,251.08,95.0,2935.96,3628.12,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-033,Piper Shaw,Finance,108000,2705.81,206.99,95.0,2403.82,3007.8,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-034,Andre Silva,Engineering,177000,4434.51,339.24,95.0,4000.27,4868.75,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-035,Naomi Ellis,Customer Success,104000,2605.59,199.33,95.0,2311.26,2899.92,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-036,Rex Calder,Engineering,190000,4760.21,364.16,95.0,4301.05,5219.37,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-037,Jun Park,Engineering,165000,4133.87,316.24,95.0,3722.63,4545.11,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-038,Helen Cho,G&A,79000,1979.25,151.41,95.0,1732.84,2225.66,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-039,Samir Joshi,Engineering,186000,4660.0,356.49,95.0,4208.51,5111.49,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-040,Tessa Ward,Sales,126000,3156.77,241.49,95.0,2820.28,3493.26,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-041,Colin Byrne,Operations,87000,2179.67,166.74,95.0,1917.93,2441.41,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-042,Rita Gomez,Finance,112000,2806.02,214.66,95.0,2496.36,3115.68,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-043,Evan Cole,Engineering,174000,4359.35,333.49,95.0,3930.86,4787.84,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-044,Paula Reed,Customer Success,97000,2430.21,185.91,95.0,2149.3,2711.12,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-045,Dmitri Orlov,Engineering,199000,4985.7,381.41,95.0,4509.29,5462.11,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-046,Jane Holt,G&A,81000,2029.35,155.25,95.0,1779.1,2279.6,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-047,Kai Nakamura,Engineering,171000,4284.19,327.74,95.0,3861.45,4706.93,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-048,Marisol Vega,Sales,133000,3332.15,254.91,95.0,2982.24,3682.06,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-0901,Jordan Hale,Procurement,162000,6230.77,476.65,95.0,5659.12,6802.42,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-0902,Priya Nair,Finance,185000,7115.38,544.33,95.0,6476.05,7754.71,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-0903,Marcus Chen,Engineering operations,210000,8076.92,617.88,95.0,7364.04,8789.8,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-0904,Elena Vasquez,IT,198000,7615.38,582.58,95.0,6937.8,8292.96,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1088,Nadia Voss,Controller,176000,6769.23,517.85,95.0,6156.38,7382.08,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1190,Mei Stratton,Revenue,148000,5692.31,435.46,95.0,5161.85,6222.77,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-2201,Riley Cho,Facilities,92000,3538.46,270.69,95.0,3172.77,3904.15,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-2290,Ava Pell,Warehouse,48000,1842.1,141.23,95.0,1609.92,2082.38,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-3304,Samir Okonkwo,AR,118000,4538.46,347.19,95.0,4096.27,4980.65,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-3310,Nia Bright,Marketing,132000,5076.92,388.38,95.0,4593.54,5560.3,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-4128,Dana Kestrel,AP,94000,3615.38,276.58,95.0,3243.8,3986.96,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-4402,Luis Redmond,Processor operations,141000,5423.08,414.87,95.0,4913.21,5932.95,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-5510,Chris Pell,Payroll,128000,4923.08,376.62,95.0,4451.46,5394.7,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-6722,Glen Park,Warehouse receiving,64000,2461.54,188.31,95.0,2178.23,2744.85,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-8891,Tomas Halyard,Warehouse,108800,4180.27,319.79,95.0,3765.48,4595.06,Remote,BANK-PAYROLL,9022
2025-10-03,2025-09-20,2025-10-03,EMP-1000,Reese Diaz,Engineering,119137,2984.83,228.34,95.0,2661.49,3308.17,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1001,Sage Greene,Sales,119274,2988.26,228.6,95.0,2664.66,3311.86,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1002,Taylor Jones,Finance,119411,2991.69,228.86,95.0,2667.83,3315.55,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1003,Uma Meyer,Operations,119548,2995.13,229.13,95.0,2671.0,3319.26,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1004,Val Patel,G&A,119685,2998.56,229.39,95.0,2674.17,3322.95,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1005,Winter Shah,Customer Success,119822,3001.99,229.65,95.0,2677.34,3326.64,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1006,Xen Vega,Warehouse,119959,3005.42,229.91,95.0,2680.51,3330.33,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1007,Alex Abbott,Engineering,120096,3008.86,230.18,95.0,2683.68,3334.04,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1008,Blair Diaz,Sales,120233,3012.29,230.44,95.0,2686.85,3337.73,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1009,Casey Greene,Finance,120370,3015.72,230.7,95.0,2690.02,3341.42,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1010,Drew Jones,Operations,120507,3019.15,230.96,95.0,2693.19,3345.11,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1011,Eden Meyer,G&A,120644,3022.58,231.23,95.0,2696.35,3348.81,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1012,Finley Patel,Customer Success,120781,3026.01,231.49,95.0,2699.52,3352.5,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1013,Gray Shah,Warehouse,120918,3029.45,231.75,95.0,2702.7,3356.2,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1014,Harper Vega,Engineering,121055,3032.88,232.02,95.0,2705.86,3359.9,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1015,Indigo Abbott,Sales,121192,3036.31,232.28,95.0,2709.03,3363.59,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1016,Jules Diaz,Finance,121329,3039.75,232.54,95.0,2712.21,3367.29,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1017,Kai Greene,Operations,121466,3043.18,232.8,95.0,2715.38,3370.98,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1018,Logan Jones,G&A,121603,3046.61,233.07,95.0,2718.54,3374.68,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1019,Morgan Meyer,Customer Success,121740,3050.04,233.33,95.0,2721.71,3378.37,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1020,Noel Patel,Warehouse,121877,3053.48,233.59,95.0,2724.89,3382.07,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1021,Oakley Shah,Engineering,122014,3056.91,233.85,95.0,2728.06,3385.76,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1022,Parker Vega,Sales,122151,3060.34,234.12,95.0,2731.22,3389.46,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1023,Quinn Abbott,Finance,122288,3063.77,234.38,95.0,2734.39,3393.15,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1024,Reese Diaz,Operations,122425,3067.2,234.64,95.0,2737.56,3396.84,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1025,Sage Greene,G&A,122562,3070.64,234.9,95.0,2740.74,3400.54,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1026,Taylor Jones,Customer Success,122699,3074.07,235.17,95.0,2743.9,3404.24,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1027,Uma Meyer,Warehouse,122836,3077.5,235.43,95.0,2747.07,3407.93,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1028,Val Patel,Engineering,122973,3080.93,235.69,95.0,2750.24,3411.62,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1029,Winter Shah,Sales,123110,3084.37,235.95,95.0,2753.42,3415.32,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1030,Xen Vega,Finance,123247,3087.8,236.22,95.0,2756.58,3419.02,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1031,Alex Abbott,Operations,123384,3091.23,236.48,95.0,2759.75,3422.71,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1032,Blair Diaz,G&A,123521,3094.67,236.74,95.0,2762.93,3426.41,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1033,Casey Greene,Customer Success,123658,3098.1,237.0,95.0,2766.1,3430.1,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1034,Drew Jones,Warehouse,123795,3101.53,237.27,95.0,2769.26,3433.8,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1035,Eden Meyer,Engineering,123932,3104.96,237.53,95.0,2772.43,3437.49,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1036,Finley Patel,Sales,124069,3108.39,237.79,95.0,2775.6,3441.18,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1037,Gray Shah,Finance,124206,3111.82,238.05,95.0,2778.77,3444.87,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1038,Harper Vega,Operations,124343,3115.26,238.32,95.0,2781.94,3448.58,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1039,Indigo Abbott,G&A,124480,3118.69,238.58,95.0,2785.11,3452.27,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1040,Jules Diaz,Customer Success,124617,3122.12,238.84,95.0,2788.28,3455.96,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1041,Kai Greene,Warehouse,124754,3125.55,239.1,95.0,2791.45,3459.65,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1042,Logan Jones,Engineering,124891,3128.99,239.37,95.0,2794.62,3463.36,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1043,Morgan Meyer,Sales,125028,3132.42,239.63,95.0,2797.79,3467.05,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1044,Noel Patel,Finance,125165,3135.85,239.89,95.0,2800.96,3470.74,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1045,Oakley Shah,Operations,125302,3139.29,240.16,95.0,2804.13,3474.45,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1046,Parker Vega,G&A,125439,3142.72,240.42,95.0,2807.3,3478.14,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1047,Quinn Abbott,Customer Success,125576,3146.15,240.68,95.0,2810.47,3481.83,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1048,Reese Diaz,Warehouse,125713,3149.58,240.94,95.0,2813.64,3485.52,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1049,Sage Greene,Engineering,125850,3153.01,241.21,95.0,2816.8,3489.22,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1050,Taylor Jones,Sales,125987,3156.44,241.47,95.0,2819.97,3492.91,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1051,Uma Meyer,Finance,126124,3159.88,241.73,95.0,2823.15,3496.61,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1052,Val Patel,Operations,126261,3163.31,241.99,95.0,2826.32,3500.3,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1053,Winter Shah,G&A,126398,3166.74,242.26,95.0,2829.48,3504.0,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1054,Xen Vega,Customer Success,126535,3170.18,242.52,95.0,2832.66,3507.7,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1055,Alex Abbott,Warehouse,126672,3173.61,242.78,95.0,2835.83,3511.39,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1056,Blair Diaz,Engineering,126809,3177.04,243.04,95.0,2839.0,3515.08,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1057,Casey Greene,Sales,126946,3180.47,243.31,95.0,2842.16,3518.78,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1058,Drew Jones,Finance,127083,3183.91,243.57,95.0,2845.34,3522.48,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1059,Eden Meyer,Operations,127220,3187.34,243.83,95.0,2848.51,3526.17,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1060,Finley Patel,G&A,127357,3190.77,244.09,95.0,2851.68,3529.86,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1061,Gray Shah,Customer Success,127494,3194.21,244.36,95.0,2854.85,3533.57,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1062,Harper Vega,Warehouse,127631,3197.63,244.62,95.0,2858.01,3537.25,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1063,Indigo Abbott,Engineering,127768,3201.06,244.88,95.0,2861.18,3540.94,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1064,Jules Diaz,Sales,127905,3204.5,245.14,95.0,2864.36,3544.64,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1065,Kai Greene,Finance,128042,3207.93,245.41,95.0,2867.52,3548.34,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1066,Logan Jones,Operations,128179,3211.36,245.67,95.0,2870.69,3552.03,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1067,Morgan Meyer,G&A,128316,3214.8,245.93,95.0,2873.87,3555.73,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1068,Noel Patel,Customer Success,128453,3218.23,246.19,95.0,2877.04,3559.42,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1069,Oakley Shah,Warehouse,128590,3221.66,246.46,95.0,2880.2,3563.12,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1070,Parker Vega,Engineering,128727,3225.09,246.72,95.0,2883.37,3566.81,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1071,Quinn Abbott,Sales,128864,3228.53,246.98,95.0,2886.55,3570.51,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1072,Reese Diaz,Finance,129001,3231.96,247.24,95.0,2889.72,3574.2,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1073,Sage Greene,Operations,129138,3235.39,247.51,95.0,2892.88,3577.9,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1074,Taylor Jones,G&A,129275,3238.83,247.77,95.0,2896.06,3581.6,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1075,Uma Meyer,Customer Success,129412,3242.25,248.03,95.0,2899.22,3585.28,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1076,Val Patel,Warehouse,129549,3245.69,248.3,95.0,2902.39,3588.99,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1077,Winter Shah,Engineering,129686,3249.12,248.56,95.0,2905.56,3592.68,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1078,Xen Vega,Sales,129823,3252.55,248.82,95.0,2908.73,3596.37,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1079,Alex Abbott,Finance,129960,3255.98,249.08,95.0,2911.9,3600.06,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1080,Blair Diaz,Operations,130097,3259.42,249.35,95.0,2915.07,3603.77,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1081,Casey Greene,G&A,130234,3262.85,249.61,95.0,2918.24,3607.46,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1082,Drew Jones,Customer Success,130371,3266.28,249.87,95.0,2921.41,3611.15,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1083,Eden Meyer,Warehouse,130508,3269.72,250.13,95.0,2924.59,3614.85,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1084,Finley Patel,Engineering,130645,3273.15,250.4,95.0,2927.75,3618.55,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1085,Gray Shah,Sales,130782,3276.58,250.66,95.0,2930.92,3622.24,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1086,Harper Vega,Finance,130919,3280.01,250.92,95.0,2934.09,3625.93,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1087,Indigo Abbott,Operations,131056,3283.45,251.18,95.0,2937.27,3629.63,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1089,Kai Greene,Customer Success,131330,3290.31,251.71,95.0,2943.6,3637.02,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1090,Logan Jones,Warehouse,131467,3293.74,251.97,95.0,2946.77,3640.71,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1091,Morgan Meyer,Engineering,131604,3297.17,252.23,95.0,2949.94,3644.4,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1092,Noel Patel,Sales,131741,3300.6,252.5,95.0,2953.1,3648.1,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1093,Oakley Shah,Finance,131878,3304.04,252.76,95.0,2956.28,3651.8,"Cambridge, MA",BANK-PAYROLL,
2025-10-03,2025-09-20,2025-10-03,EMP-1094,Parker Vega,Operations,132015,3307.47,253.02,95.0,2959.45,3655.49,"Cambridge, MA",BANK-PAYROLL,
